"","logFC","logCPM","F","PValue","diffexpressed"
"ENSG00000126709",-0.0617409023664614,7.2943234234635,0.0483165549650664,0.826160732106335,"NO"
"ENSG00000126733",1.09486114939803,3.44216593966933,10.5117259675157,0.00131274597828221,"UP"
"ENSG00000126746",0.468465719185799,4.87747238829154,18.6079525516533,2.14851317758524e-05,"NO"
"ENSG00000126749",0.198903047238535,4.69221132398643,4.52269356970706,0.0342216044973708,"NO"
"ENSG00000126756",-0.117326752832051,4.51384385643879,1.73532394497803,0.188685406339165,"NO"
"ENSG00000126759",-1.2714211646682,-1.389726061514,57.5401079079961,3.72102584493738e-13,"DOWN"
"ENSG00000126767",-0.702674167218538,5.3742264859033,67.8024185864554,4.8060108003186e-15,"NO"
"ENSG00000126768",0.209411732367987,4.96260749862294,7.77100987168429,0.00563012385067747,"NO"
"ENSG00000126773",0.192959545072809,6.33126206715618,8.93274976678718,0.00302037022909997,"NO"
"ENSG00000126775",0.520338463450882,5.00044606979403,50.4822861944597,8.00133738229135e-12,"NO"
"ENSG00000126777",0.267307607721961,7.81290398192723,15.0454454732258,0.000127687569701946,"NO"
"ENSG00000126778",1.39885274474901,3.30739333233937,22.543954417691,3.11807504483274e-06,"UP"
"ENSG00000126785",-1.4784141087394,4.4910065373094,132.648191940443,7.23577234544023e-26,"DOWN"
"ENSG00000126787",-0.994314288658932,2.26377772001197,11.6726200125459,0.00071713103998028,"NO"
"ENSG00000126790",0.233776248062421,3.44961224299714,4.97658435111005,0.0263932042210358,"NO"
"ENSG00000126803",-0.358659739412871,7.0128967057104,2.70656125789168,0.100929705607468,"NO"
"ENSG00000126804",0.369492280887908,5.03673960769645,29.5689425951518,1.08076323695463e-07,"NO"
"ENSG00000126814",1.08549941041838,5.03392326913572,175.717843782797,3.34033536521428e-32,"UP"
"ENSG00000126821",-0.1682345349888,4.85764668129867,5.99097552660806,0.0149223182351099,"NO"
"ENSG00000126822",0.34796754645406,5.66111799062913,5.1483628843546,0.0239417101619751,"NO"
"ENSG00000126838",-0.338094148492098,-1.29797574570977,3.59824823956001,0.0587508321589548,"NO"
"ENSG00000126858",0.12357537911262,5.69663273871803,6.1755252193486,0.0134693186546574,"NO"
"ENSG00000126860",0.113024757757733,4.57169416180998,0.363366156252018,0.547074678762507,"NO"
"ENSG00000126861",0.827408189144872,6.5861188645771,36.2995097661755,4.7011970286866e-09,"NO"
"ENSG00000126870",-0.256247611638599,5.00563373474142,7.95845610827622,0.0050886928613462,"NO"
"ENSG00000126878",-0.369431528271032,7.59339463895991,6.63892294320749,0.0104305811719291,"NO"
"ENSG00000126882",-0.270627593361027,3.96342748853469,7.6970999238791,0.00585953780025647,"NO"
"ENSG00000126883",0.206903051792889,6.33000312546934,10.5965106356522,0.00125569115020988,"NO"
"ENSG00000126890",-1.61818134951249,-3.70201932841665,11.7142326953145,0.000701835389440477,"DOWN"
"ENSG00000126903",-0.635218017859923,3.48268512796409,76.6799175751154,1.23368608264884e-16,"NO"
"ENSG00000126934",0.0917591550097919,6.92181699891743,1.62647458910982,0.203126804737436,"NO"
"ENSG00000126945",0.243931249549487,6.8738234296526,27.6729956286632,2.65228324140679e-07,"NO"
"ENSG00000126947",0.26807580232078,5.45192489276619,22.2054293253876,3.6750286926355e-06,"NO"
